正题名,创建日期,导演,演员,出品年代,内容描述,总集数,分类名称,连续剧分类,字母语种,声轨,声道语种,地区参数,画面高宽比,编码格式,编码码率,彩色.黑白,来源,批次,标清.高清,内容编号,素材分类,标识,素材分类.1,编目层ID,入点,时长,编目层,首播日期,素材大小,海报
01月04日 央视新闻联播,2017/1/5 9:21,无,无,2017,01月04日 央视新闻联播,1,新闻时事,无,中文,MP2,国语,大陆,16:09,H264,6M,彩色,10042,无,高清,34819,无,23316,1,22988,00:00.0,30:00.2,节目层,无,1717.5,33584
乱世丽人行(05),2017/1/5 9:20,卢伦常,韩雪，付辛博，毛林林，张丹峰,2015,抗战时期的上海，进步女青年韩疏影被婶婶陷害，被迫嫁给苏北大亨谢丙炎做妾室。在爱国教师历文轩的感召下，韩疏影决定逃婚投入救国行列，却因和谢家大少爷谢天赐的同学关系，被谢家大小姐谢若雪发现。飞扬跋扈的谢若雪不仅向父亲告发，还把韩疏影的‘逃婚’演绎成“私奔”，妄图置韩疏影这个“后妈”于死地。正当韩疏影命悬一线之际，谢丙炎因不愿出卖祖国被日本人枪杀。目睹一切的韩疏影深深被谢丙炎的爱国气节感动，毅然选择留在谢家，以谢夫人的名义保全了谢家老小，并在历文轩的帮助下，带着谢若雪逃到上海，用实际行动感动了谢若雪。在金戈铁马的时代背景下，韩疏影和谢若雪这两个女人不仅以“母女”的身份相依为命，也以“姐妹”的身份演绎了一段抗战救国的传奇……,50,电视剧场\大陆剧场,乱世丽人行,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,30445,无,23317,1,23038,00:00.0,35:04.2,节目层,无,2007.47,33502
最后一张签证(08),2017/1/5 9:19,花箐,王雷，陈宝国，张静静，赵擎，施京明,2016,1937年，上海沦陷，出身外交世家的普济州因不满与姚素珍指腹为婚，在其婚礼上，竟然当场逃婚，辗转至中国驻奥地利维也纳领事馆任职，并与其偶像女小提琴家海伦雨中邂逅。1938年，奥地利被德国吞并，纳粹疯狂迫害犹太人，犹太人只有拿到外国签证，才可以逃离奥地利，但各国忌惮纳粹，以各种借口拒办签证，惟有中国驻维也纳领事馆，向犹太人敞开签证大门。,46,电视剧场\大陆剧场,最后一张签证,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10022,无,高清,42100,无,23314,1,23037,00:00.0,41:27.1,节目层,无,2372.38,33552
01月04日 熊出没之冬日乐翻天(嘉佳卡通),2017/1/5 9:15,无,无,2017,01月04日 熊出没之冬日乐翻天,1,电视剧场,熊出没之冬日乐翻天,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,18236,无,23312,1,22984,00:00.0,21:01.0,节目层,无,3232.58,33582
01月04日 广视新闻,2017/1/5 9:12,无,无,2017,01月04日 广视新闻,1,新闻时事,无,中文,MP2,粤语,大陆,4:03,MPEG2,6M,彩色,10005,无,标清,41959,无,23309,1,22981,00:00.0,57:28.2,节目层,无,2293.45,33578
01月04日 钢甲小龙侠(嘉佳卡通),2017/1/5 8:55,无,无,2017,01月04日 钢甲小龙侠,1,电视剧场,钢甲小龙侠,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10022,少儿,标清,39931,无,23302,1,22987,00:00.0,25:04.2,节目层,无,1000.9,33576
遥远的距离(19),2017/1/4 17:30,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,50650,无,23300,1,23149,00:00.0,43:32.1,节目层,无,2336.16,23108
遥远的距离(17),2017/1/4 17:23,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,29340,无,23298,1,23147,00:00.0,43:35.2,节目层,无,2339.02,22965
遥远的距离(15),2017/1/4 17:18,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,12887,无,23296,1,23145,00:00.0,43:29.0,节目层,无,2333.22,22862
遥远的距离(09),2017/1/4 17:00,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,44110,无,23290,1,23139,00:00.0,43:29.1,节目层,无,2333.58,23057
遥远的距离(08),2017/1/4 16:57,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,40469,无,23289,1,23138,00:00.0,43:30.1,节目层,无,2334.45,23037
遥远的距离(07),2017/1/4 16:54,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,18606,无,23288,1,23137,00:00.0,43:29.0,节目层,无,2333.22,22903
太极蝌蚪成长记之拜师习武篇第二部(24),2017/1/4 16:50,无,无,2013,寓乐于教的成长励志动画大片，讲述小蝌蚪的故事，以太极精神文化理念为背景，弘扬中国太极传统文化，为中国儿童提供了健康的精神食粮。,26,电视剧场\大陆剧场,太极蝌蚪成长记之拜师习武篇第二部,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10038,无,标清,34219,无,23284,1,23620,00:00.0,12:44.2,节目层,无,187.53,23000
太极蝌蚪成长记之拜师习武篇第二部(23),2017/1/4 16:49,无,无,2013,寓乐于教的成长励志动画大片，讲述小蝌蚪的故事，以太极精神文化理念为背景，弘扬中国太极传统文化，为中国儿童提供了健康的精神食粮。,26,电视剧场\大陆剧场,太极蝌蚪成长记之拜师习武篇第二部,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10038,无,标清,23528,无,23283,1,23618,00:00.0,12:41.1,节目层,无,186.67,22936
太极蝌蚪成长记之拜师习武篇第二部(14),2017/1/4 16:46,无,无,2013,寓乐于教的成长励志动画大片，讲述小蝌蚪的故事，以太极精神文化理念为背景，弘扬中国太极传统文化，为中国儿童提供了健康的精神食粮。,26,电视剧场\大陆剧场,太极蝌蚪成长记之拜师习武篇第二部,中文,MP2,国语,大陆,4:03,MPEG2,5M,彩色,10038,无,标清,47062,无,23273,1,23607,00:00.0,12:38.1,节目层,无,185.93,23087
遥远的距离(04),2017/1/4 16:45,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,26631,无,23274,1,23134,00:00.0,43:27.2,节目层,无,2331.97,22959
遥远的距离(03),2017/1/4 16:43,王义明,张博，徐百卉,2016,郑向东是个遇事冲动却仗义有担当的真汉子，而苏扬则是个善良、纯洁的姑娘，两人的爱情正在荼蘼之际却杀出个司梦南，感情之路上突然布满荆棘。郑向东和苏扬在误会和意外的无奈中分分合合，却一如既往相互扶持着走过了三十年风雨飘摇的人生路。,48,电视剧场\大陆剧场,遥远的距离,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,25599,无,23267,1,23133,00:00.0,43:33.2,节目层,无,2337.49,22953
美丽乡村(10),2017/1/4 16:33,无,无,2015,《美丽乡村》跨越中国东西南北，没有林立的高楼大厦，没有穿梭的车来车往，在远离都市的安静角落，用生动鲜活的视听语言记下当代中国农民的生活百态和他们的喜怒哀乐、悲欢离合。,10,科学教育\纪录片,美丽乡村,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,37567,无,23257,1,23473,00:00.0,24:01.0,节目层,无,1289.2,23024
美丽乡村(08),2017/1/4 16:27,无,无,2015,《美丽乡村》跨越中国东西南北，没有林立的高楼大厦，没有穿梭的车来车往，在远离都市的安静角落，用生动鲜活的视听语言记下当代中国农民的生活百态和他们的喜怒哀乐、悲欢离合。,10,科学教育\纪录片,美丽乡村,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,27297,无,23255,1,23469,00:00.0,24:01.0,节目层,无,1289.17,22960
小医师大玩偶 第二季(中文版）(15)：训练大兵艾尔,2017/1/4 16:08,Chris·Nee,麦芬医生,2007,描述一个六岁的女孩─麦芬医生，善良又热心的她，立志将来要成为一位和她母亲一样的医生。而麦芬医生最喜欢游戏，就是在她的玩具诊所里扮演玩偶医生。当她把听诊器放上玩具的时候，神奇的事情发生了！麦芬医生发现她心爱的玩具们活了過來，她不但可以和玩具们沟通，也帮助玩具们修补好破损的地方。,37,电视剧场\欧美剧场,小医师大玩偶 第二季(中文版）,中文,MP2,国语,美国,16:09,H264,7.5M,彩色,10028,无,高清,30047,无,23246,1,23160,00:00.0,23:02.1,节目层,无,1236.34,22968
小医师大玩偶 第二季(中文版）(12)：诊所中的小医师,2017/1/4 16:03,Chris·Nee,麦芬医生,2007,描述一个六岁的女孩─麦芬医生，善良又热心的她，立志将来要成为一位和她母亲一样的医生。而麦芬医生最喜欢游戏，就是在她的玩具诊所里扮演玩偶医生。当她把听诊器放上玩具的时候，神奇的事情发生了！麦芬医生发现她心爱的玩具们活了過來，她不但可以和玩具们沟通，也帮助玩具们修补好破损的地方。,37,电视剧场\欧美剧场,小医师大玩偶 第二季(中文版）,中文,MP2,国语,美国,16:09,H264,7.5M,彩色,10028,无,高清,34550,无,23242,1,23157,00:00.0,23:02.1,节目层,无,1236.34,23002
小医师大玩偶 第二季(中文版）(11)：教授压扁了,2017/1/4 16:02,Chris·Nee,麦芬医生,2007,描述一个六岁的女孩─麦芬医生，善良又热心的她，立志将来要成为一位和她母亲一样的医生。而麦芬医生最喜欢游戏，就是在她的玩具诊所里扮演玩偶医生。当她把听诊器放上玩具的时候，神奇的事情发生了！麦芬医生发现她心爱的玩具们活了過來，她不但可以和玩具们沟通，也帮助玩具们修补好破损的地方。,37,电视剧场\欧美剧场,小医师大玩偶 第二季(中文版）,中文,MP2,国语,美国,16:09,H264,7.5M,彩色,10028,无,高清,13815,无,23241,1,23156,00:00.0,23:02.1,节目层,无,1236.34,22868
小医师大玩偶 第二季(英文版）(15)：训练大兵艾尔,2017/1/4 16:00,Chris·Nee,麦芬医生,2003,描述一个六岁的女孩─麦芬医生，善良又热心的她，立志将来要成为一位和她母亲一样的医生。而麦芬医生最喜欢游戏，就是在她的玩具诊所里扮演玩偶医生。当她把听诊器放上玩具的时候，神奇的事情发生了！麦芬医生发现她心爱的玩具们活了過來，她不但可以和玩具们沟通，也帮助玩具们修补好破损的地方。,37,电视剧场\欧美剧场,小医师大玩偶 第二季(英文版）,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10028,无,高清,23644,无,23240,1,23155,00:00.0,23:02.1,节目层,无,1236.31,22938
档案：侵华日军的化学武器，抹不去的战争梦魇,2017/1/4 15:59,无,无,2015,节目形式以案件和事件现场实录回放为线索，首次披露国内大案要案、社会传奇、情感故事等；其内涵深外延广。节目贴近百姓生活，紧跟时代脉搏，展现人生百态，透视社会万象。,1,科学教育\纪录片,档案,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,47252,无,23239,1,23306,00:00.0,42:15.0,节目层,无,2266.92,23089
小医师大玩偶 第二季(英文版）(12)：诊所中的小医师,2017/1/4 15:55,Chris·Nee,麦芬医生,2003,描述一个六岁的女孩─麦芬医生，善良又热心的她，立志将来要成为一位和她母亲一样的医生。而麦芬医生最喜欢游戏，就是在她的玩具诊所里扮演玩偶医生。当她把听诊器放上玩具的时候，神奇的事情发生了！麦芬医生发现她心爱的玩具们活了過來，她不但可以和玩具们沟通，也帮助玩具们修补好破损的地方。,37,电视剧场\欧美剧场,小医师大玩偶 第二季(英文版）,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10028,无,高清,44512,无,23236,1,23152,00:00.0,23:02.1,节目层,无,1236.34,23061
兔小贝故事(97)：买椟还珠,2017/1/4 15:49,无,兔小贝，兔小美,2015,兔小贝故事系列，汇聚网络经典儿童故事，通过精心的制作为小朋友们提供优质丰富的故事资源，宝宝开心听妈妈轻松教，让孩子畅游在故事海洋中，快乐成长。,149,电视剧场\大陆剧场,兔小贝故事,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,38622,无,23216,1,23069,00:00.0,02:12.1,节目层,无,118.87,23031
兔小贝故事(96)：咕咚来了,2017/1/4 15:49,无,兔小贝，兔小美,2015,兔小贝故事系列，汇聚网络经典儿童故事，通过精心的制作为小朋友们提供优质丰富的故事资源，宝宝开心听妈妈轻松教，让孩子畅游在故事海洋中，快乐成长。,149,电视剧场\大陆剧场,兔小贝故事,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,41120,无,23215,1,23068,00:00.0,01:57.1,节目层,无,105.36,23040
兔小贝故事(95)：狮子与报恩的老鼠,2017/1/4 15:49,无,兔小贝，兔小美,2015,兔小贝故事系列，汇聚网络经典儿童故事，通过精心的制作为小朋友们提供优质丰富的故事资源，宝宝开心听妈妈轻松教，让孩子畅游在故事海洋中，快乐成长。,149,电视剧场\大陆剧场,兔小贝故事,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,42857,无,23213,1,23067,00:00.0,01:34.2,节目层,无,85.14,23051
兔小贝故事(92)：蔷薇与鸡冠花,2017/1/4 15:48,无,兔小贝，兔小美,2015,兔小贝故事系列，汇聚网络经典儿童故事，通过精心的制作为小朋友们提供优质丰富的故事资源，宝宝开心听妈妈轻松教，让孩子畅游在故事海洋中，快乐成长。,149,电视剧场\大陆剧场,兔小贝故事,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10028,无,高清,18072,无,23210,1,23064,00:00.0,01:48.1,节目层,无,97.48,22899
史努比(102),2017/1/4 15:47,查尔斯·舒尔茨，比尔·门勒德兹,无,2015,史努比的日常生活主要围绕在以查理·布朗为中心的小伙伴们，及它自己独特的狗屋展开。和查理一样，史努比也不太喜欢含有椰子味的糖果，除狗食外它还喜爱食用比萨和汽水……,104,电视剧场\欧美剧场,史努比,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10028,无,高清,13748,无,23206,1,23118,00:00.0,07:24.2,节目层,无,398.14,22865
史努比(93),2017/1/4 15:42,查尔斯·舒尔茨，比尔·门勒德兹,无,2015,史努比的日常生活主要围绕在以查理·布朗为中心的小伙伴们，及它自己独特的狗屋展开。和查理一样，史努比也不太喜欢含有椰子味的糖果，除狗食外它还喜爱食用比萨和汽水……,104,电视剧场\欧美剧场,史努比,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10028,无,高清,21291,无,23196,1,23123,00:00.0,07:39.0,节目层,无,410.92,22927
CP0541903925-旅行的意义,2017/1/4 15:42,无,陈绮贞,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,23957,无,23193,1,23581,00:00.0,04:19.1,节目层,无,259.16,22941
史努比(92),2017/1/4 15:42,查尔斯·舒尔茨，比尔·门勒德兹,无,2015,史努比的日常生活主要围绕在以查理·布朗为中心的小伙伴们，及它自己独特的狗屋展开。和查理一样，史努比也不太喜欢含有椰子味的糖果，除狗食外它还喜爱食用比萨和汽水……,104,电视剧场\欧美剧场,史努比,中文,MP2,英语,美国,16:09,H264,7.5M,彩色,10028,无,高清,33833,无,23194,1,23122,00:00.0,07:36.2,节目层,无,409,22996
CP0541903904-一切很美只因有你,2017/1/4 15:35,无,陈慧琳,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,16955,无,23180,1,23591,00:00.0,06:01.0,节目层,无,360.82,22891
CP0541903875-做一天的你,2017/1/4 15:32,无,蔡依林,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,25894,无,23174,1,23624,00:00.0,04:35.1,节目层,无,275.52,22955
CP0541903874-栅栏间隙偷窥你,2017/1/4 15:31,无,蔡依林,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,19777,无,23173,1,23626,00:00.0,02:39.2,节目层,无,159.67,22912
CP0541903872-无言以对,2017/1/4 15:30,无,蔡依林,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,44047,无,23171,1,23550,00:00.0,03:59.0,节目层,无,239.06,23055
CP0541903867-始作俑者,2017/1/4 15:27,无,蔡依林,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,18539,无,23166,1,23558,00:00.0,04:35.1,节目层,无,275.17,22901
CP0541903827-愿嫁汉家郎,2017/1/4 15:19,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,38430,无,23154,1,23539,00:00.0,02:42.2,节目层,无,163.15,23029
CP0541903819-未识绮罗香,2017/1/4 15:16,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,43279,无,23147,1,23519,00:00.0,02:29.1,节目层,无,149.6,23053
CP0541903818-往事只能回味,2017/1/4 15:16,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,45794,无,23146,1,23515,00:00.0,02:41.1,节目层,无,161.41,23073
CP0541903815-天涯歌女,2017/1/4 15:14,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,11071,无,23143,1,23512,00:00.0,04:11.1,节目层,无,251.4,22855
CP0541903814-苏州河边,2017/1/4 15:13,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,18702,无,23142,1,23521,00:00.0,04:07.2,节目层,无,248.16,22904
CP0541903809-女儿圈,2017/1/4 15:12,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,31730,无,23139,1,23523,00:00.0,02:53.2,节目层,无,173.76,22985
CP0541903808-你是春日风,2017/1/4 15:11,无,蔡琴,2015,MV,1,综艺娱乐,无,中文,MP2,国语,大陆,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,36213,无,23138,1,23524,00:00.0,03:44.0,节目层,无,224.54,23013
CP0541903796-一击即中,2017/1/4 15:07,无,吴雨霏,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,39447,无,23131,1,23541,00:00.0,03:03.2,节目层,无,183.66,23033
CP0541903793-我话事,2017/1/4 15:06,无,吴雨霏,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,30239,无,23129,1,23542,00:00.0,03:11.1,节目层,无,191.22,22970
CP0541903767-我懂了,2017/1/4 15:03,无,吴若希,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,41432,无,23124,1,23544,00:00.0,03:53.1,节目层,无,233.08,23042
CP0541903743-勇敢的中国人,2017/1/4 14:57,无,汪明荃,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,44547,无,23115,1,23450,00:00.0,02:55.2,节目层,无,175.74,23062
CP0541903722-最好时光,2017/1/4 14:51,无,容祖儿,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,50845,无,23106,1,23425,00:00.0,03:41.2,节目层,无,221.71,23110
CP0541903717-越唱越强,2017/1/4 14:49,无,容祖儿,2015,MV,1,综艺娱乐,无,中文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,46182,无,23102,1,23430,00:00.0,04:39.0,节目层,无,278.95,23080
CP0541903714-心淡,2017/1/4 14:47,无,容祖儿,2015,MV,1,综艺娱乐,无,英文,MP2,粤语,香港,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,49905,无,23099,1,23421,00:00.0,04:24.2,节目层,无,264.8,23105
CP0541903666-我们会更好的,2017/1/4 14:40,无,A-Lin,2015,MV,1,综艺娱乐,无,中文,MP2,国语,台湾,16:09,H264,7.5M,彩色,10021,卡拉OK,高清,21061,无,23089,1,23403,00:00.0,04:32.2,节目层,无,272.53,22925
外来媳妇本地郎：七个小股东(上),2017/1/4 13:57,无,无,2017,外来媳妇本地郎：七个小股东(上),1,电视剧场\大陆剧场,外来媳妇本地郎,中文,MP2,粤语,大陆,4:03,MPEG2,5M,彩色,10022,无,标清,30109,无,23083,1,22973,00:00.0,22:12.1,节目层,无,886.2,33457
非常人贩3,2017/1/4 11:42,奥利维尔·米加顿,杰森·斯坦森，罗伯特·克耐普，娜塔尔雅·卢达科娃,2008,超强押运人弗兰克·马丁平静的休假再次被打破，一名驾驶着奥迪车的男人载着一名女孩在马赛横冲直撞，与此同时，商人约翰森为了向乌克兰运输有毒物质正与该国环境部长针锋相对。受伤的奥迪车司机闯入弗兰克家中，并死于手腕上的炸弹，他的幕后老板约翰森强迫弗兰克接替运送女孩的任务，被安装了手腕炸弹的弗兰克不得不就范，因为只要他离开车子75英尺炸弹就会引爆。在前往布达佩斯的路上，弗兰克终于明白任务的真相：女孩瓦伦汀娜是乌克兰环境部长之女，约翰森为使部长批准他的计划而掳走瓦伦汀娜，在约翰森和部长两路人马的追击中，弗兰克该如何化解这次的危机,1,家庭影院\动作,无,中文,MP2,英语,美国,4:03,MPEG2,5M,彩色,10051,无,标清,29109,无,23081,1,22975,00:00.0,42:29.1,节目层,无,4089.32,33476
01月04日 海尔兄弟(中央少儿),2017/1/4 10:46,无,无,2017,01月04日 海尔兄弟,1,电视剧场\大陆剧场,海尔兄弟,中文,MP2,国语,大陆,16:09,H264,5M,彩色,10042,少儿,高清,25995,无,23080,1,22941,00:00.0,45:35.1,节目层,无,2608.81,33500
阿优之爆笑校园 第一季(46),2017/1/4 10:25,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,51333,无,23064,1,23245,00:00.0,06:09.1,节目层,无,90.78,23117
阿优之爆笑校园 第一季(43),2017/1/4 10:25,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,50849,无,23061,1,23241,00:00.0,06:10.1,节目层,无,91.03,23111
阿优之爆笑校园 第一季(32),2017/1/4 10:24,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,39850,无,23049,1,23211,00:00.0,06:09.2,节目层,无,90.93,23034
阿优之爆笑校园 第一季(31),2017/1/4 10:24,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,50691,无,23050,1,23210,00:00.0,05:58.2,节目层,无,88.23,23109
阿优之爆笑校园 第一季(28),2017/1/4 10:24,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,32724,无,23047,1,23184,00:00.0,06:10.1,节目层,无,91.02,22991
阿优之爆笑校园 第一季(22),2017/1/4 10:23,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,19279,无,23040,1,23174,00:00.0,06:09.2,节目层,无,90.93,22910
阿优之爆笑校园 第一季(15),2017/1/4 10:23,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,48374,无,23033,1,23110,00:00.0,06:10.1,节目层,无,91.02,23092
阿优之爆笑校园 第一季(14),2017/1/4 10:23,无,无,2013,阿U是个邻家小孩，他聪明机灵，调皮捣蛋，有着层出不穷的鬼点子，他和班主任甲老师、优爸、优妈以及小伙伴胖仔和阿美一起谱写了一出精彩纷呈的欢乐校园故事。,60,电视剧场\大陆剧场,阿优之爆笑校园 第一季,中文,MP2,国语,大陆,4:03,H264,5M,彩色,10038,无,标清,30461,无,23032,1,23108,00:00.0,06:10.1,节目层,无,91.05,22972
